Be7_Inj	Be7_Rec	Be7_RMS	pep_Inj	pep_Rec	pep_RMS	Bi210_Inj	Bi210_Rec	Bi210_RMS	K40_Inj	K40_Rec	K40_RMS	Kr85_Inj	Kr85_Rec	Kr85_RMS	U238_Inj	U238_Rec	U238_RMS	Th232_Inj	Th232_Rec	Th232_RMS	Po210_Inj	Po210_Rec	Po210_RMS	CNO_Inj	CNO_Rec	CNO_RMS	C10_2_Inj	C10_2_Rec	C10_2_RMS	He6_2_Inj	He6_2_Rec	He6_2_RMS	C11_Inj	C11_Rec	C11_RMS	C11_2_Inj	C11_2_Rec	C11_2_RMS	Chi2NDF
48.9662	49.1943	0.246258	2.80232	2.90548	0.243175	120.314	121.459	1.62576	22.8953	22.8817	0.0920611	49.992	49.707	0.585637	150.489	150.647	0.173021	35.1061	35.0668	0.0859324	122.09	122.101	0.037526	5.03189	3.15088	2.62116	3.69765	1.11156	3.12333	2.80186	2.62727	0.297411	19.1675	19.2138	0.0484419	594.009	594.107	0.152881	44131.6
49.0153	48.8763	0.229008	2.8047	2.84635	0.197594	120.303	120.408	1.28396	22.9016	22.7285	0.091221	49.9993	50.5673	0.529426	150.469	150.475	0.171879	35.0798	35.1416	0.0855025	122.163	122.109	0.0375538	5.03959	5.04415	2.06786	3.70177	2.85529	3.14471	2.80017	2.74482	0.29669	19.1608	19.1721	0.043842	593.954	594.065	0.150372	44032.3
48.9991	48.7358	0.223624	2.80568	2.71672	0.176551	120.299	118.967	1.13002	22.9371	23.0103	0.0913033	50.0088	50.3165	0.505009	150.546	150.854	0.171853	35.0829	35.1694	0.0851019	122.093	122.042	0.0376405	5.02927	6.45431	1.80996	3.7032	8.49901	3.36972	2.80293	3.19449	0.295939	19.1492	19.0948	0.0423087	594.005	593.784	0.150452	43907.7
48.9973	49.3061	0.222028	2.79768	2.65637	0.17374	120.325	120.548	1.11822	22.9163	22.9384	0.0914443	49.9741	49.7535	0.503221	150.499	150.142	0.171591	35.0682	34.9507	0.0850972	122.11	122.123	0.037543	5.03679	5.34516	1.78529	3.69521	0.838108	9.60182	2.79864	2.78343	0.298647	19.1605	19.1911	0.0422706	594.013	594.155	0.150514	43872
48.9878	49.0922	0.222909	2.79406	3.0982	0.177957	120.316	120.855	1.14433	22.8956	22.8381	0.0913126	49.9993	49.9163	0.511989	150.468	150.365	0.171729	35.0945	35.1009	0.085182	122.104	122.159	0.037767	5.03598	3.87586	1.82389	3.70146	3.58332	3.37923	2.80122	2.91324	0.2974	19.1583	19.136	0.0423297	593.959	593.939	0.150072	44071.2
49.0303	48.6764	0.223744	2.79887	2.4875	0.177602	120.313	119.005	1.14629	22.8901	23.0418	0.0913055	49.9828	49.837	0.510985	150.482	150.512	0.172192	35.0753	35.1711	0.0855304	122.128	122.133	0.0376612	5.01884	7.19255	1.84067	3.70181	10.4525	3.36754	2.80363	2.45058	0.296297	19.1586	19.1079	0.0422927	593.966	593.999	0.150318	44030.3
48.9787	48.9612	0.222245	2.7965	2.79566	0.178077	120.306	121.18	1.15108	22.9049	22.8445	0.091111	49.9652	50.8931	0.508762	150.499	150.244	0.171143	35.0862	35.1846	0.0850257	122.117	122.096	0.0376109	5.02424	3.92775	1.83526	3.69862	3.01679	3.28312	2.80216	2.89917	0.298498	19.1592	19.1978	0.0424294	593.994	593.997	0.150792	44117.3
49.0111	48.7022	0.22368	2.80262	2.78227	0.178519	120.274	120.565	1.14955	22.8967	22.9943	0.0912474	50.0217	51	0.511252	150.464	150.189	0.171485	35.1074	35.0304	0.0851701	122.087	122.094	0.0376376	5.03185	4.85394	1.83994	3.69415	9.59114	3.36105	2.79945	2.81826	0.297092	19.1484	19.1609	0.0425354	593.973	593.966	0.150792	44226.8
49.0086	48.8161	0.223663	2.80079	2.41208	0.177556	120.292	119.067	1.14804	22.8969	22.8532	0.0911881	49.9851	49.0937	0.504903	150.506	150.6	0.170606	35.0831	35.0407	0.0850666	122.051	122.079	0.0376132	5.01886	7.75262	1.84175	3.70276	8.5488	3.3677	2.79975	2.59642	0.295663	19.1604	19.1568	0.0423148	593.978	594.033	0.150152	44029.9
49.0198	49.1714	0.232508	2.79577	2.81312	0.206205	120.286	120.244	1.35066	22.8945	22.8573	0.0915395	49.962	49.5115	0.539564	150.512	150.534	0.172046	35.0894	35.1626	0.085434	122.15	122.164	0.0375311	5.03218	5.10399	2.17641	3.70308	1.49767	3.20013	2.81041	2.50183	0.297048	19.1593	19.144	0.0448003	594.002	594.043	0.151263	44058.2
48.9818	49.1266	0.220767	2.7945	2.95216	0.172966	120.274	120.714	1.10091	22.9164	23.1258	0.0913939	49.9751	50.3486	0.505151	150.491	150.363	0.171625	35.0826	35.0259	0.0849609	122.047	122.052	0.0376033	5.03828	3.94745	1.7531	3.69961	8.64729	3.37496	2.80211	2.47034	0.296544	19.1355	19.1118	0.0420063	593.872	593.916	0.149836	44144.4
49.022	48.9729	0.234455	2.80258	2.88128	0.211802	120.337	120.358	1.39251	22.9178	22.9146	0.0916152	49.9971	50.4623	0.546239	150.497	150.379	0.172167	35.0811	35.1986	0.0855615	122.093	122.115	0.037527	5.03786	4.55613	2.24488	3.70423	1.20083	3.11235	2.80199	3.40401	0.295729	19.1753	19.1843	0.0453212	593.959	593.734	0.151406	43979.6
49.0048	49.6853	0.223812	2.79222	2.8246	0.178757	120.317	120.768	1.1417	22.8913	22.9333	0.090905	50.0023	49.3357	0.508027	150.489	150.118	0.170327	35.0787	34.907	0.0852473	122.099	122.178	0.0375581	5.03994	4.34228	1.82753	3.70401	4.98193e-07	12.2375	2.7984	3.01734	0.291528	19.1685	19.2483	0.042081	593.97	594.054	0.149864	43998.3
48.9619	48.9825	0.228139	2.80402	2.65407	0.193801	120.278	118.848	1.25474	22.899	22.8385	0.0913011	49.987	49.6148	0.525	150.52	150.643	0.171761	35.0512	35.0944	0.0853047	122.08	122.052	0.0375228	5.02755	7.23123	2.01906	3.70639	2.0922	2.95976	2.79988	2.2738	0.29629	19.1709	19.1279	0.0435684	593.892	594.087	0.150468	43989.6
49.0033	48.8074	0.22307	2.80404	2.62571	0.179058	120.335	118.722	1.15389	22.8993	23.0457	0.0913029	50.0228	49.7943	0.508431	150.502	150.393	0.171062	35.0791	34.9841	0.0847316	122.088	122.12	0.0375918	5.02041	7.67105	1.84716	3.70157	6.5058	3.39736	2.80288	2.61422	0.296457	19.1763	19.1341	0.0425562	593.957	593.95	0.150229	44018.3
48.9922	48.9788	0.223393	2.80057	2.80228	0.180021	120.327	120.076	1.16486	22.8902	22.8344	0.0914959	49.993	49.3277	0.513264	150.485	150.587	0.171641	35.0802	35.0967	0.0850662	122.073	122.123	0.0376112	5.02759	5.43372	1.86815	3.69831	5.43659	3.34629	2.80427	2.78678	0.297597	19.1589	19.1434	0.0426023	593.922	593.882	0.150162	43998.4
48.9627	49.228	0.221571	2.80308	3.05413	0.171184	120.25	121.597	1.0834	22.8906	22.8147	0.0905571	49.9791	50.3894	0.50348	150.496	150.252	0.170357	35.0686	35.19	0.0848176	122.111	122.141	0.0376138	5.02627	2.77299	1.72325	3.69629	1.91226	3.17331	2.80007	2.76761	0.297211	19.1638	19.1865	0.0414543	593.974	593.989	0.150115	44115.9
48.9815	48.9753	0.223744	2.80162	2.76311	0.178892	120.348	119.485	1.15241	22.9016	22.911	0.0912749	49.996	49.5239	0.508073	150.42	150.349	0.171865	35.075	34.9857	0.0852368	122.134	122.149	0.0376502	5.03196	6.54478	1.84357	3.69804	11.3159	3.34952	2.79917	2.6461	0.295448	19.1608	19.1722	0.0425153	593.979	593.999	0.150713	44091.1
48.9635	48.964	0.223785	2.8016	2.83407	0.179563	120.3	120.371	1.15941	22.8907	23.0152	0.0910458	49.9997	50.8346	0.510002	150.514	150.489	0.17193	35.0548	35.0053	0.0851732	122.134	122.098	0.0376235	5.02685	4.47182	1.85888	3.70023	3.25038	3.37523	2.79714	2.95229	0.297427	19.171	19.1553	0.0425809	594.004	593.93	0.149987	44066.8
49.0098	48.9961	0.223961	2.79468	2.58573	0.179123	120.267	119.969	1.15228	22.8992	22.9751	0.0914932	50.0471	49.6296	0.511188	150.476	150.439	0.171768	35.0757	35.1372	0.0854311	122.04	122.089	0.0376421	5.0356	5.72207	1.84667	3.69878	4.93992	3.34317	2.80307	2.40707	0.297954	19.172	19.1627	0.0424867	593.915	593.99	0.1502	44178.1
48.9897	49.185	0.223437	2.79803	2.88092	0.179673	120.3	120.192	1.15166	22.8845	23.0289	0.0908165	50.013	50.1166	0.509719	150.549	150.574	0.17122	35.0813	35.0404	0.0848129	122.092	122.101	0.0375906	5.0239	4.45388	1.83895	3.70307	2.76931	3.27986	2.80644	2.99871	0.298505	19.1678	19.1586	0.0424645	593.943	593.851	0.150449	43961.5
48.9769	48.7577	0.223633	2.80087	2.6684	0.17951	120.258	119.473	1.16377	22.9044	22.7953	0.0925191	50.0037	49.7873	0.506803	150.491	150.565	0.171493	35.0667	35.0621	0.0859131	122.079	122.059	0.0376429	5.03132	6.64584	1.84736	3.70088	2.85583	3.24516	2.80607	3.07354	0.298021	19.1609	19.1807	0.043109	593.997	593.844	0.151718	43870.1
49.0224	49.0962	0.224782	2.79536	2.89859	0.182836	120.278	120.391	1.17869	22.8998	22.7762	0.0916563	49.9982	50.112	0.51299	150.474	150.263	0.170596	35.0837	34.9772	0.085386	122.137	122.125	0.0375616	5.04076	5.32947	1.89059	3.69809	2.40946	3.27774	2.79848	3.12511	0.296875	19.1669	19.1874	0.0426555	593.991	593.942	0.150426	44032.2
48.9813	48.471	0.222996	2.80503	2.5082	0.17768	120.255	119.295	1.15119	22.9079	22.8003	0.0911875	50.0273	49.7505	0.507572	150.445	150.634	0.169542	35.0908	35.1313	0.0843109	122.096	122.087	0.0375726	5.02983	7.1026	1.84259	3.69789	4.88699	3.39478	2.80574	3.28833	0.295491	19.1697	19.1668	0.0424576	593.914	593.713	0.149568	44119
48.9878	48.9277	0.223438	2.7914	2.68282	0.179093	120.322	119.009	1.1546	22.8941	22.7902	0.0914539	50.0014	49.5175	0.505091	150.513	150.585	0.170077	35.1022	35.0251	0.0848914	122.109	122.114	0.0375994	5.03441	7.37528	1.85616	3.6985	6.55084	3.35512	2.80138	2.84982	0.296566	19.1653	19.1483	0.0422918	593.971	593.905	0.15019	44061.6
48.9898	49.5617	0.357166	2.80551	2.99656	0.47646	120.309	122.053	3.30646	22.8969	22.962	0.0968517	49.9691	50.0719	0.931348	150.515	150.62	0.182229	35.0723	34.9995	0.0906285	122.086	122.076	0.0375463	5.04029	1.92447	5.03521	3.70064	0.427709	10.9807	2.80088	3.00198	0.300747	19.1606	19.1912	0.0759781	593.936	593.866	0.168523	44052.8
48.9974	48.5074	0.22387	2.80061	2.65179	0.181533	120.266	120.538	1.16065	22.9024	22.885	0.0911749	49.9852	50.1266	0.510992	150.496	150.668	0.170922	35.0686	35.0184	0.0849774	122.108	122.144	0.0375258	5.03707	5.00952	1.85473	3.69723	11.7535	3.35764	2.79734	2.78819	0.296944	19.1533	19.1992	0.0425724	593.905	593.859	0.149888	44154.2
49.0098	48.9156	0.231172	2.80151	2.75122	0.202693	120.327	119.758	1.32362	22.9323	23.0486	0.0913849	50.0235	49.8247	0.535409	150.542	150.564	0.171986	35.0652	35.1842	0.0853893	122.093	122.114	0.037526	5.02654	5.57993	2.13201	3.6936	1.25502e-07	3.84439	2.80179	2.92091	0.2912	19.1471	19.0957	0.0443952	593.948	593.836	0.150885	43966.3
49.0112	48.9459	0.22729	2.80214	2.5654	0.191111	120.3	118.571	1.23616	22.885	22.8306	0.0913096	49.9892	48.5437	0.521913	150.508	150.594	0.171732	35.0971	35.0304	0.085251	122.128	122.153	0.037525	5.02911	8.32328	1.98764	3.69486	4.10725	3.34347	2.80684	2.79444	0.296614	19.1604	19.104	0.043395	593.91	593.897	0.150655	44133.4
49.0065	48.7964	0.232107	2.79981	2.86888	0.20547	120.321	120.054	1.34383	22.9024	22.8536	0.0914791	50.0204	50.6671	0.538979	150.531	150.553	0.172037	35.066	35.1107	0.0854424	122.092	122.063	0.0375286	5.02516	5.10975	2.16602	3.70148	2.36421	3.07145	2.80282	2.88768	0.296231	19.1713	19.1726	0.0446732	594.031	594.013	0.150937	43859.7
49.018	48.9628	0.232302	2.79874	2.85803	0.205734	120.33	120.336	1.34732	22.9236	22.833	0.0915357	50.0075	49.6039	0.538974	150.51	150.569	0.172029	35.0925	35.0222	0.0854403	122.121	122.152	0.0375295	5.03344	5.14686	2.17082	3.70202	5.08151	3.35723	2.80786	2.83325	0.296585	19.1537	19.1676	0.0447646	593.908	593.857	0.151198	43983.1
49.0122	48.9875	0.223879	2.79968	2.68498	0.179016	120.294	120.009	1.14763	22.8972	22.9243	0.0912685	50.0143	49.4863	0.507616	150.514	150.681	0.171499	35.072	35.044	0.085104	122.141	122.121	0.0375831	5.03541	5.66423	1.84355	3.70558	6.22535	3.3706	2.79733	2.60653	0.297185	19.1625	19.1444	0.0423404	593.992	594.073	0.150047	44137
49.0199	48.9756	0.232964	2.79625	2.80614	0.207633	120.36	120.055	1.36098	22.9037	22.9472	0.0915885	50.0058	49.8106	0.541183	150.502	150.737	0.17209	35.0624	35.1214	0.085461	122.08	122.084	0.0375249	5.02029	4.97202	2.19354	3.69807	4.1576	3.3442	2.79762	2.89843	0.296572	19.1694	19.1515	0.0449149	593.979	593.918	0.15127	44115.5
49.0067	49.0933	0.250437	2.80219	2.99979	0.253579	120.349	121.738	1.70307	22.9017	22.8961	0.0922563	49.9989	50.3669	0.599221	150.527	150.329	0.173269	35.0748	35.0144	0.0860822	122.059	122.11	0.0375323	5.03043	2.93054	2.74353	3.70107	0.72149	3.71859	2.79876	3.17497	0.298074	19.1716	19.2225	0.0495455	593.924	593.875	0.153407	44050
48.9963	49.313	0.224884	2.79314	2.84782	0.180157	120.311	120.678	1.16597	22.8902	22.8062	0.0902715	50.0045	49.6928	0.510637	150.488	150.261	0.170365	35.0995	34.9011	0.0844814	122.133	122.138	0.0376625	5.04228	4.97057	1.86519	3.69505	2.82865	3.3753	2.80147	3.0919	0.297088	19.1674	19.2248	0.0421733	594.01	593.974	0.149995	43963.5
48.9929	48.6083	0.224331	2.80335	2.72705	0.181376	120.302	120.752	1.17206	22.9149	22.8557	0.0912867	49.9937	50.2924	0.5112	150.518	150.621	0.171788	35.0979	34.9145	0.0850586	122.103	122.111	0.0375994	5.02801	4.906	1.88214	3.69946	6.23251	3.36417	2.79966	2.77406	0.296763	19.1622	19.2138	0.0426982	593.945	594.042	0.150476	44063.4
48.9876	48.9185	0.222769	2.80674	2.76054	0.179726	120.291	118.325	1.16626	22.8996	22.9099	0.0920833	49.9992	49.359	0.508016	150.492	150.681	0.172361	35.0668	35.1649	0.0858566	122.078	122.089	0.0375818	5.0324	7.64292	1.86455	3.70336	6.1291	3.39125	2.80067	2.54171	0.297503	19.1772	19.1035	0.0429375	593.946	593.925	0.150051	43974.1
49.0031	48.6628	0.222351	2.79941	2.47625	0.175892	120.328	117.466	1.15199	22.8836	22.9677	0.0909781	49.9996	49.6123	0.50741	150.495	150.743	0.171334	35.0937	35.2409	0.0850273	122.105	122.092	0.0376145	5.02293	8.93713	1.843	3.69557	6.53704	3.37313	2.79528	2.93208	0.295756	19.1516	19.0538	0.042518	593.856	593.594	0.150268	43983.4
49.0152	48.8814	0.236205	2.80188	2.76029	0.216892	120.289	120.907	1.42953	22.9028	22.9526	0.0915612	50.0037	50.0894	0.552439	150.497	150.655	0.172297	35.0865	35.0572	0.0855817	122.11	122.114	0.0375285	5.03775	4.17526	2.30532	3.69669	1.77306e-08	1.09277	2.80278	2.64088	0.291186	19.1502	19.1909	0.0457301	593.912	593.992	0.151455	44047.4
49.0059	49.139	0.223521	2.79883	2.84952	0.180456	120.331	120.649	1.1547	22.8907	23.0136	0.0902347	49.9885	50.3042	0.511493	150.496	150.421	0.169939	35.0718	34.9924	0.084612	122.148	122.128	0.0376031	5.03047	4.34006	1.84777	3.69958	3.05387	3.37643	2.79741	2.56707	0.298368	19.1672	19.1677	0.0424193	593.954	594.034	0.149744	44132.5
48.994	48.7944	0.229174	2.80108	2.58497	0.196748	120.283	119.559	1.27859	22.9005	22.7654	0.0913952	50.0115	49.7814	0.528418	150.508	150.656	0.171839	35.0915	35.0868	0.0853482	122.135	122.119	0.0375279	5.03304	6.61942	2.05811	3.70016	4.64587	3.35229	2.80003	2.5368	0.296428	19.1559	19.1823	0.0439163	593.928	594.095	0.150846	44023.7
48.9526	49.0077	0.222244	2.79517	2.83042	0.178134	120.288	120.039	1.14614	22.8923	22.9533	0.0909634	49.979	50.0002	0.50815	150.512	150.544	0.172314	35.0932	35.1908	0.0849933	122.058	122.076	0.0376173	5.03318	4.86725	1.82839	3.70308	4.48329e-07	12.4478	2.80143	3.13022	0.290848	19.1664	19.1489	0.0423974	593.952	593.813	0.148824	43953.5
49.0095	48.4836	0.22221	2.79648	2.54545	0.176242	120.335	118.564	1.14254	22.9136	22.9084	0.0916638	50.0254	50.0657	0.5076	150.497	150.79	0.17101	35.0837	35.2129	0.0850373	122.078	122.088	0.0376079	5.02908	7.47268	1.82762	3.70651	5.49807	3.38222	2.80168	3.12543	0.296651	19.1606	19.1098	0.0422771	594.018	593.824	0.150072	44021.9
48.9926	48.9716	0.224087	2.798	2.88753	0.176443	120.307	121.12	1.12933	22.8903	22.9426	0.0912044	49.9866	50.3762	0.50264	150.517	150.621	0.171397	35.0755	35.0595	0.0850979	122.091	122.081	0.0375712	5.02864	3.50006	1.80378	3.71011	4.41863	3.35637	2.80187	2.95037	0.296302	19.1573	19.1598	0.0421696	594.023	593.982	0.150192	44123.1
48.9979	49.0244	0.224178	2.80315	3.00896	0.17987	120.274	121.055	1.1552	22.8924	22.8827	0.0915085	50.0204	50.2055	0.509478	150.455	150.54	0.171671	35.0582	35.2152	0.0853006	122.127	122.174	0.0376019	5.03573	3.16558	1.84405	3.69776	5.47867	3.36009	2.79725	2.66682	0.296853	19.1547	19.1337	0.0425586	594.029	594.034	0.150082	43963.6
49.0029	49.031	0.221489	2.80466	3.01567	0.177518	120.271	121.731	1.14182	22.8786	22.7811	0.0905825	49.9857	50.4759	0.509975	150.489	150.74	0.168351	35.0768	35.0838	0.0848293	122.087	122.071	0.0376268	5.02892	2.29484	1.81913	3.70264	2.34044	3.23488	2.79711	3.06341	0.298067	19.1565	19.2108	0.0422982	593.972	593.925	0.150526	44144
48.9896	48.8876	0.222436	2.79624	2.77003	0.177148	120.287	121.719	1.13766	22.8863	22.7066	0.0912985	49.9867	49.6813	0.505904	150.445	150.593	0.171654	35.0644	34.9728	0.08518	122.106	122.125	0.0375816	5.03543	3.59229	1.81837	3.70167	3.562	3.33278	2.80166	3.02946	0.296339	19.154	19.2377	0.0423838	593.987	593.981	0.150306	43945
49.0216	49.1745	0.204887	2.7991	3.15041	0.120656	120.3	122.974	0.612091	22.9013	22.8686	0.0869913	50.0238	50.9606	0.444332	150.51	150.31	0.165807	35.0978	35.1546	0.0826054	122.099	122.106	0.0372196	5.02899	0.675975	0.978079	3.70537	7.13307	3.35763	2.7996	2.93835	0.292265	19.174	19.2263	0.0348901	593.949	593.94	0.145353	44181.9
49.0078	48.8705	0.212974	2.79957	3.04071	0.137969	120.322	122.193	0.748499	22.8978	22.8052	0.090241	49.9866	50.8366	0.463997	150.515	150.687	0.171004	35.0932	35.1099	0.0853429	122.103	122.051	0.0375915	5.01862	2.09736	1.19762	3.69833	4.48581	3.30256	2.79659	2.60301	0.296338	19.175	19.195	0.0374406	593.981	594.113	0.148504	44118.3
49.0155	48.9347	0.224962	2.79728	2.99788	0.177345	120.321	120.568	1.13491	22.8988	23.0104	0.0911148	50.0076	51.06	0.502308	150.462	150.603	0.171535	35.0834	35.1558	0.0851934	122.092	122.008	0.0375836	5.0343	3.81848	1.81584	3.69793	4.62033	3.38185	2.80108	2.99521	0.296086	19.1654	19.1269	0.0422285	593.902	593.806	0.150446	44034.6
49.0302	48.7519	0.23008	2.80756	2.59527	0.199249	120.317	120.265	1.29777	22.908	22.8359	0.0914554	49.9716	49.4758	0.531278	150.537	150.563	0.171923	35.0507	34.9838	0.0853141	122.111	122.137	0.0375264	5.03099	6.18483	2.08965	3.69977	0.867379	3.09354	2.80536	2.44518	0.297597	19.1618	19.1827	0.0441503	593.845	594.007	0.151018	44121.2
48.9948	49.0019	0.223441	2.80432	3.04642	0.180492	120.291	121.469	1.15854	22.8909	22.9356	0.0914924	50.0167	50.8912	0.510566	150.439	150.192	0.171468	35.1116	35.0046	0.0851896	122.105	122.087	0.0375771	5.0304	3.14526	1.85112	3.7011	5.19025	3.36126	2.80065	2.77452	0.296552	19.1691	19.21	0.0425542	594.004	594.021	0.149992	44049.5
48.9918	48.6889	0.230428	2.79952	2.65172	0.200603	120.307	120.031	1.30787	22.9036	22.9028	0.0913685	49.9764	50.3083	0.532881	150.473	150.371	0.171882	35.0917	35.0321	0.0853956	122.144	122.148	0.0375283	5.02833	5.89102	2.10613	3.70664	9.50783e-07	14.2225	2.79745	2.63212	0.291801	19.1591	19.1937	0.0442349	593.9	593.986	0.150825	43996.8
48.9853	48.6257	0.223423	2.80399	2.66977	0.177657	120.311	120.385	1.14729	22.9045	22.8094	0.0916119	49.9822	50.0201	0.507417	150.493	150.387	0.171034	35.1124	34.9478	0.0848326	122.08	122.101	0.0375022	5.02253	5.9084	1.83241	3.70381	12.5031	3.27739	2.80127	2.74554	0.294757	19.1592	19.2201	0.0425114	594.032	593.98	0.149332	43972.8
48.9828	49.2661	0.223953	2.80661	2.76683	0.17938	120.31	121.094	1.15504	22.9107	22.8409	0.0913936	49.9786	49.377	0.510503	150.509	150.412	0.17175	35.0681	34.8683	0.0850884	122.077	122.101	0.0376454	5.02416	4.4805	1.84926	3.70441	7.63317	3.42049	2.79771	2.55119	0.296663	19.1672	19.2505	0.0424914	593.894	594.027	0.150742	44116.4
48.9857	49.0525	0.240093	2.80792	2.99526	0.227126	120.312	121.022	1.50678	22.905	22.8854	0.0918423	50.0383	50.4405	0.565095	150.489	150.383	0.172529	35.0716	35.1221	0.0857274	122.117	122.139	0.0375296	5.03212	3.64767	2.43044	3.69437	0.794653	3.37676	2.79653	2.77158	0.297747	19.1615	19.1761	0.046815	594	593.98	0.152152	44068.3
48.9748	48.6068	0.234343	2.80468	2.71376	0.211599	120.306	120.854	1.3914	22.8862	22.8949	0.0915946	50.0026	50.2709	0.546026	150.51	150.711	0.172146	35.0491	34.9951	0.0854623	122.111	122.088	0.0375261	5.03617	4.55061	2.24293	3.69787	6.38833	3.36773	2.80217	2.61327	0.296499	19.1488	19.1779	0.0453159	593.943	593.99	0.151434	44033.1
48.9769	48.7744	0.228998	2.79437	2.58353	0.196369	120.288	119.245	1.27583	22.9027	22.916	0.0913808	49.9733	49.0364	0.527943	150.466	150.854	0.171825	35.0657	35.0409	0.0852809	122.105	122.099	0.037522	5.03233	6.76468	2.05331	3.69693	1.62974e-07	17.6444	2.79699	3.24534	0.294382	19.152	19.132	0.0438496	593.83	593.636	0.150722	44032.9
48.9879	49.0639	0.223903	2.80003	2.87183	0.177561	120.291	121.221	1.14079	22.9109	22.9801	0.0913617	49.9952	50.1369	0.510652	150.452	150.575	0.172615	35.0858	35.0117	0.0850685	122.102	122.082	0.037634	5.02572	3.51493	1.82371	3.70382	8.48785	3.37593	2.80066	2.34625	0.298083	19.1498	19.1809	0.0423858	593.927	594.139	0.150312	44061
48.9846	48.6168	0.223025	2.7944	2.80479	0.177295	120.349	121.38	1.14072	22.9135	22.6406	0.0914814	50.0078	50.5357	0.506682	150.538	150.515	0.172048	35.0804	34.8346	0.0853939	122.11	122.045	0.0376283	5.0283	4.79632	1.82187	3.69841	8.31898	3.38454	2.79677	2.71643	0.29783	19.1575	19.2577	0.0423813	593.986	594.136	0.151169	44087.9
48.9916	48.9263	0.225135	2.80393	2.8961	0.186853	120.294	122.586	1.20642	22.8881	22.9825	0.0910057	49.9993	50.378	0.515878	150.505	150.479	0.171037	35.0737	35.0355	0.0851576	122.08	122.086	0.0375803	5.03633	1.7017	1.91106	3.70191	3.49166	3.29011	2.80056	2.70869	0.293883	19.149	19.2116	0.0431655	593.96	594.048	0.150574	44125.4
48.9521	48.7015	0.223679	2.79456	2.86932	0.178405	120.301	121.334	1.14473	22.904	22.7253	0.0912204	50.0104	49.7455	0.50817	150.472	150.58	0.171387	35.1058	34.9742	0.0847308	122.044	122.073	0.0375723	5.02114	4.27572	1.82768	3.69931	7.45674	3.31971	2.79596	2.73774	0.297296	19.1357	19.1754	0.0424307	593.901	593.941	0.15033	44050.1
49.0017	49.2576	0.223185	2.81116	2.88024	0.179933	120.303	120.874	1.15638	22.8898	23.0184	0.090853	50.0279	49.9294	0.509903	150.463	150.564	0.171217	35.0838	35.2638	0.0853033	122.103	122.101	0.0375998	5.03002	3.25443	1.85414	3.70338	3.92688	3.34291	2.7967	2.58641	0.295417	19.1573	19.131	0.0423788	594.026	594.092	0.149502	44059.1
48.9689	49.4234	0.223602	2.80045	2.88343	0.17965	120.25	120.803	1.15569	22.8909	22.9229	0.092034	50.0022	49.6861	0.508407	150.514	150.331	0.17209	35.0705	34.9157	0.0853524	122.103	122.119	0.0375907	5.03969	4.15996	1.84834	3.7019	3.60064	3.37545	2.80333	3.10091	0.29688	19.1443	19.1983	0.0425866	593.969	593.929	0.150775	44175.3
48.9771	48.8596	0.23101	2.79664	2.72365	0.202116	120.267	119.464	1.31995	22.9063	23.1161	0.0915428	50.0105	50.3754	0.534717	150.474	150.677	0.171993	35.0647	35.0258	0.0853648	122.106	122.081	0.0375237	5.04255	5.6214	2.12598	3.69767	4.91488	3.35599	2.80487	2.93701	0.296451	19.1392	19.0925	0.0444057	594.033	593.905	0.151037	44035.2
49.0253	49.1799	0.234177	2.79989	2.8703	0.210703	120.281	120.469	1.38609	22.8995	22.8745	0.0915757	50.0175	50.2448	0.544726	150.484	150.413	0.172194	35.0796	35.0914	0.0854738	122.113	122.089	0.0375366	5.03569	4.61011	2.23363	3.69679	1.97359	3.02589	2.79932	2.87498	0.295906	19.1735	19.1763	0.0452789	593.956	593.908	0.151463	44097.2
49.0316	49.4351	0.457799	2.79625	3.14463	0.657733	120.327	121.921	4.59305	22.9005	22.9582	0.102177	49.9659	50.2774	1.22973	150.516	150.504	0.192956	35.0708	35.058	0.0962179	122.122	122.115	0.0375754	5.03702	1.81662	6.9112	3.70277	0.921623	3.03577	2.80125	2.94825	0.300666	19.1709	19.1877	0.0997581	593.966	593.962	0.185404	44116.9
49.014	49.0638	0.224467	2.80283	2.86234	0.179484	120.29	120.242	1.15752	22.9011	22.9173	0.0913841	50.0187	50.7206	0.501564	150.494	150.253	0.170129	35.0856	34.9598	0.0850465	122.138	122.143	0.0376182	5.03051	5.28589	1.86642	3.70613	2.2487	2.92558	2.80012	2.25664	0.292446	19.1661	19.1913	0.0424095	593.959	594.182	0.148897	43987.2
49.0048	49.2881	0.237404	2.79789	2.88993	0.219854	120.337	121.1	1.45296	22.8913	22.845	0.0916005	50.0229	50.125	0.556121	150.528	150.355	0.172356	35.0634	35.0745	0.0856033	122.149	122.139	0.0375301	5.02717	4.0071	2.34298	3.6989	2.15983e-08	16.9353	2.79893	2.86822	0.293766	19.1604	19.1808	0.0460791	593.988	594.047	0.151688	44036.4
49.01	49.1531	0.241281	2.80231	2.99681	0.23046	120.306	120.771	1.53077	22.9006	22.8991	0.0916632	49.9854	50.267	0.569366	150.492	150.709	0.172646	35.0643	35.1069	0.0857531	122.126	122.104	0.0375264	5.03408	3.48745	2.46896	3.69768	0.0961707	17.0643	2.80133	2.94442	0.291416	19.1539	19.1506	0.0470524	593.917	593.905	0.15199	43943.4
